,userID,text,state_code,party
2812,21164,did he just say `` no one has more respect for women than i do '' ? ? ? ? # lmaodonald who knew he was so funny ? ? ! ! did he just say `` no one has more respect for women than i do '' ? ? ? ? # lmaodonald who knew he was so funny ? ? ! !,CO,D
2813,21168,"is there something important on tv tonight ? is $ 100,000 in student debt worth having the college experience of a lifetime ? is $ 100,000 in student debt worth having the college experience of a lifetime ? is there something important on tv tonight ?",WY,R
2831,21281,"never says it , did n't say it .",PA,D
2832,21287,rt : please someone tell trump that he 's not the center of the world . took about 31 secs to make 1st question about him . # debatelisten to how many times candidates use the word `` very . '' that indicates lack of clarity . # debate # noadverbsrefugees are going to come flooding into the us from syria ? can i ask how they 're going to get here ? # debate '' i want to make sure women get equal pay for the work we do . '' # amen # debate kudos for `` we '' kudos to chris wallace for addressing the harassment issue directly . # debate # debates2016rt : please someone tell trump that he 's not the center of the world . took about 31 secs to make 1st question about him . # debatelisten to how many times candidates use the word `` very . '' that indicates lack of clarity . # debate # noadverbsrefugees are going to come flooding into the us from syria ? can i ask how they 're going to get here ? # debate '' i want to make sure women get equal pay for the work we do . '' # amen # debate kudos for `` we '' kudos to chris wallace for addressing the harassment issue directly . # debate # debates2016,PA,D
2833,21296,"i love hilary clinton , but goddamn is she so boring # debatenight she is though . she 's like ambien . she 's about as fun as a flaccid cock . this is prime time television . give people a show . she is though . she 's like ambien . she 's about as fun as a flaccid cock . this is prime time television . give people a show.i love hilary clinton , but goddamn is she so boring # debatenightit 's really sad that hilary clinton did n't singlehandedly change the tax code . tragic almost . # debateit 's really sad that hilary clinton did n't singlehandedly change the tax code . tragic almost . # debate",NV,D
2834,21303,this debate is already a joke . i 'm waiting for an actual debate about policy and issues . # debatesthis debate is already a joke . i 'm waiting for an actual debate about policy and issues . # debatesi ❤️ pence ! he has me cracking up 󾌴 󾓬󾓦 # vpdebatei ❤️ pence ! he has me cracking up 󾌴 󾓬󾓦 # vpdebate,KY,R
2836,21312,"rt : the biggest challenge of her life for hillary 's body double.rt : the biggest challenge of her life for hillary 's body double.rt : clinton : 'he 's right behind me , is n't he ? ' # debatert : clinton : 'he 's right behind me , is n't he ? ' # debate",KY,D
2849,21368,in my joy and pain only you remain.in my joy and pain only you remain .,MD,R
2853,21387,trump is that guy at a party that you 're talking to but then introduce to someone else so you can walk away as they greet each other.trump is that guy at a party that you 're talking to but then introduce to someone else so you can walk away as they greet each other .,NY,D
2855,21393,rt : hillary clinton : i call donald trump 's tax plan `` trumped-up trickle down,NY,D
2856,21396,skipped debate misery for a screening of miss sharon jones ! with a q & amp ; a with the…,NY,D
2857,21398,"rt : the concept of global warming was created by and for the chinese in order to make u.s. manufacturing non-competitive.rt : ice storm rolls from texas to tennessee - i 'm in los angeles and it 's freezing . global warming is a total , and very ex… found out his dad refused to rent apartments to black people multiple times ? found out his dad refused to rent apartments to black people multiple times ? rt : ice storm rolls from texas to tennessee - i 'm in los angeles and it 's freezing . global warming is a total , and very ex…rt : the concept of global warming was created by and for the chinese in order to make u.s. manufacturing non-competitive .",NY,D
2858,21403,i have been binge watching all your videos ... i think i have a problem i have been binge watching all your videos ... i think i have a problem,NY,D
2859,21405,rt : aaron rodgers for president.rt : aaron rodgers for president .,NY,D
2863,21421,to be semi-exact '' definitely something we want our future president to be ... semi-exact # debatenight # debates2016 '' to be semi-exact '' definitely something we want our future president to be ... semi-exact # debatenight # debates2016,AZ,R
2864,21427,rt _pence : there’s one clear choice in this election to create jobs and grow the american economy . # vpdebate,CA,R
2866,21430,dang it ! oct 13th ? i 'm a away on vacation ! is n't anyone having a costume halloween party ? ! ! rt : tomorrow night ! ! coach brian sommer will be making an appearance on vobs with dan lenard and george whittam ! make ... h…rt : tomorrow night ! ! coach brian sommer will be making an appearance on vobs with dan lenard and george whittam ! make ... h… dang it ! oct 13th ? i 'm a away on vacation ! is n't anyone having a costume halloween party ? ! !,CA,D
2874,21450,11 more mondays until christmas ... and i 'm super fucking excited to spend it alone . # welcometothemilitary,IA,R
2875,21452,"anderson cooper keeps that leash tight . by far my favorite person in the mediart : if effective senators can reverse policies of potus of the opposing party , why are republicans blaming obama for everythin…rt : no , that 's not locker room talk . that 's sexual assault . you 're an embarrassment to men everywhere . # deb…rt : once i win im going to jail my opponent- every dictator everdonald trump is literally throwing a fit on live television . i 'm glad this is who republicans chose as their nominee.rt : clinton says trump saying he was against war in iraq has been debunked , he insists it was n't . trump did support it initi…rt : if effective senators can reverse policies of potus of the opposing party , why are republicans blaming obama for everythin…anderson cooper keeps that leash tight . by far my favorite person in the mediart : clinton says trump saying he was against war in iraq has been debunked , he insists it was n't . trump did support it initi…donald trump is literally throwing a fit on live television . i 'm glad this is who republicans chose as their nominee.rt : once i win im going to jail my opponent- every dictator everrt : no , that 's not locker room talk . that 's sexual assault . you 're an embarrassment to men everywhere . # deb…",IA,D
2876,21468,first interception here we go ! ! ! ! ! ! ! ! ! ! ! jenkings with two now ! ! ! ! jenkings with two now ! ! ! ! first interception here we go ! ! ! ! ! ! ! ! ! ! !,RI,R
2880,21491,"rt : . # debatenightrt : no , hillary . we need to incentivize employers to stay here and to actually hire people . # debatenightrt : clinton : `` who can put into action the plans that will make your life better ?",UT,R
2883,21505,_lierz _lierz,KS,D
2893,21581,so pumped ! ! # presidentialdebate2016 # makeamericagreatagain🇺🇸,LA,R
2894,21587,lmao,CT,D
2901,21652,"they have a ipod dock at the hospital . the nurses are gon na hear my boys a lot . 😍 the pumpkin ones are lifert : sabres win ! ⚔ shutout for , goals from deslauriers & amp ; reinhart . 2-0 buffalo over carolina .",NY,R
2902,21663,this is just so painful to watch . kaine is almost as painful to listen to as trump . it 's like watching two 3 year olds debate . # vpdebate,NY,R
2915,21718,rt : watch with twitter this monday hillary : i wrote a book about it 😂 yikes.rt _mark413 : he disappeared ! hillary : i wrote a book about it 😂 yikes.“that is just not accurate” - theme of the nightrt : oops ... what the actualrt _muni : sf to receive $ 11m for innovative transportation solutions from : ... what the actualrt _muni : sf to receive $ 11m for innovative transportation solutions from :,CA,R
2916,21731,"rt : `` words , words , words . it 's all we have to go on . '' - hamlet # debatesoh my god . trump is a bratty child . what a joke . # debatert : this is the worst rap battle i 've ever seen . # debatedo n't you dare complain about being reminded to answer the question . it 's not `` ganging up '' , it 's called a debate . # debatedo n't you dare complain about being reminded to answer the question . it 's not `` ganging up '' , it 's called a debate . # debatert : this is the worst rap battle i 've ever seen . # debateoh my god . trump is a bratty child . what a joke . # debatert : `` words , words , words . it 's all we have to go on . '' - hamlet # debates",CA,D
2917,21733,"rt : dear other countries , the views and opinions expressed by trump are solely those of trump and do not represent the views…rt : dear other countries , the views and opinions expressed by trump are solely those of trump and do not represent the views…",CA,D
2918,21735,"crush him hill # imwithher trump : `` i did not say that . i did…rt : clinton : `` donald thinks that climate change is a hoax , perpetrated by the chinese.” trump : `` i did not say that . i did…crush him hill # imwithher",CA,D
2919,21736,rt : this is the definition of ransom ⬇,CA,R
2921,21755,"# imwithher # hillary2016 # imwithher # hillary2016 # imwithher # hillary2016 # imwithher # hillary2016if trump touches that fucking microphone or sniffles one more time i 'm gon na lose my shit # debatenightrt : hilary was like the elite government fuck wit me . i know shit man ! you just listening to whatever fools tellin ya.rt : hilary is crushing this debate . trump has be terrified ! he 's horrible he sounds like a scared old man ! rt : when your bf gets deported and you ca n't get an abortion now . # lifewithtrumprt : trump just said immigrants are poisoning the youth of american 😂 this guy is ridiculous ! who 's mans is that ? ! ? ? ! ! rt : trump talking about abortion.. i ca n't stand this fool . if he do n't like abortion can he adopted some kids then ? donate to…rt : trump : `` we 're going to do it bigly '' hillary : hahahahahahahahhahahahahahahahahahhahahahahahahahhahahahahahahahahhahah…rt : watching hillary clinton defend women is a beautiful thing . ca n't wait for her to shatter the highest , hardest glass ceil…rt : trump supporters every time hillary actually says something logical after trumps nonsensical rambling melania : i accepted my husband 's apology -donald j. trump lmao hahahaha # debatenightrt : `` how do you feel about the sexual assault claims '' .. `` but those emails ! ! ! ! `` rt : how did trump turn the grab the pussy question into emails lol # debates # debatenight # debates2016 hillary : hahahahahahahahhahahahahahahahahahhahahahahahahahhahahahahahahahahhahah…rt : watching hillary clinton defend women is a beautiful thing . ca n't wait for her to shatter the highest , hardest glass ceil…rt : trump supporters every time hillary actually says something logical after trumps nonsensical rambling melania : i accepted my husband 's apology -donald j. trump lmao hahahaha # debatenightrt : `` how do you feel about the sexual assault claims '' .. `` but those emails ! ! ! ! `` rt : how did trump turn the grab the pussy question into emails lol # debates # debatenight # debates2016",CA,D
2926,21767,this debate is driving me to drink # goingtocanada # debate # killmenow # imwithherthis debate is driving me to drink # goingtocanada # debate # killmenow # imwithhertrumbonerrrrrr 😍😍😍😍😍,MD,D
2927,21778,【my cutie devil】 # mycutiedevil 【ios】【android】【ios】【android】,KY,D
2929,21792,"slim , shady '' is actually a pretty good pence bio .",CO,D
2932,21804,"one of my fave songs ! thanks brother ! one of my fave songs ! thanks brother ! rt : it 's sad to me we are still waiting , hoping , and believing politicians are going to save us . wake up . you & amp ; i are res…rt : it 's sad to me we are still waiting , hoping , and believing politicians are going to save us . wake up . you & amp ; i are res…rt : you should never be bored , be happy to be alive.- louis ck # quote",NJ,R
2933,21810,"rt : fact check is it charlotte 's birthdayrt _fisher : clinton takes a bold stance in favor of jobs being goodrt : how world sees hillary clinton % with confidence sweden 83 germany 79 france 71 japan 70 uk 66 canada 60 china 37 # deb…rt _md : ford ceo says jobs are n't leavingrt : ford is not/not losing jobs with the small car move to mexico.rt : numbers and amountsrt : trump has the sniffles . is he okay ? what 's going on with his health ? can he serve ? rt : well this is unexpected . trump is going to lose because of untreated post nasal drip.rt : trump has a sniffle right now in front of 90 million people because god exists and he has a karmic sense of humor.rt : wow . trump calling rooting for the housing crisis `` business '' # debatesrt : no cookies into america without a tax ! rt : the concept of global warming was created by and for the chinese in order to make u.s. manufacturing non-competitive.rt : `` i never said that . '' —donald trump , who said that . # debatenight media translate : trump forceful in first debatert _md : hillary is only raising taxes on the top 1 % # debatenight # factsmatterrt : rip lesterrt : trump just flat-out lied about this before 100 million people , and between sniffs . trump : i say nothing . that 's the truest thing he 's said all…rt : we go now live to lester holt off camera : # debate2016 trump : i say nothing . that 's the truest thing he 's said all…rt _itsjustwes : palm beach is tough you guys . so tough . many people have said agreed . the lobster quality is terrible . very weak champag…rt : baron trump will destroy isisrt : turns out the hacker was chris christie ! rt _tang_finance : obese computer hackers are not trumps target demographic anywaysrt : breaking : kim kardashian will reveal trump 's tax returns on her snapchat after the debatert _mak : trump : “i was just endorsed by isis . ( the second is is silent . ) ” # debatenightrt : remember when mitt romney was ridiculed for calling russia the number one geopolitical foe ? rt : `` we settled '' oh congrats my badrt _tang_finance : trump got dat cocaine drip tonight aint no chance of him hiding it ❄️rt : no no no no no no no no . damn it . murders are not up in nyc . i just reported that today . # debatenight # factsmatterrt : hrc is doing pretty well . trump just sounds frustrated . media translate : trump forceful in first debatert : is lester still there or not ? what 's going on ? # debates2016rt : it’s almost as if hrc is used to dealing with mansplaining , interrupting fuckwads.rt : `` i never said that . '' —donald trump , who said that . # debatenight % with confidence sweden 83 germany 79 france 71 japan 70 uk 66 canada 60 china 37 # deb…rt _fisher : clinton takes a bold stance in favor of jobs being goodrt : fact check is it charlotte 's birthdayrt _mak : the idea that hillary clinton , junior senator , should have single-handedly changed entire tax code is a bizarre line of attack… and on 🔥🔥🔥🔥rt _fisher : clinton’s syria war plan is almost totally bereft of actual content , but i guess at least she’s not actively promising to c…rt : oh , no ! trump is defending assad on the basis that he is killing isis . in fact , assad fought moderates because he wanted is…rt : pence disavows trump ; trump disavows pence.rt : he disagrees with his running mate . what ? # debatert : whoa . did . just defend bashar al-assad ? # debatert : come thru , martha ! ! # debate trump : benghazi . i have a lot of twitter followers cooper : does he ? cl…rt : still ca n't get over that this debate audience is supposed to be undecided voters . how can anyone be undecided at this point ? rt : ask trump to name the justices.rt : this is like todd akin trying to become the voice of `` legitimate rape '' victims.rt : whole trump family shakes hands with man they 've been touting as a rapist the past 24 hours 1. marc 2. eric 3. chelsea 4. ivanka 5. bill 6. melania…rt : `` you bragged about sexually assaulting women . do you understand that ? `` rt : donald just gave all of his answers he had memorized , to the first questionrt : isis grabbed my pussy.rt : # debates trump was asked about bragging about assaulting women and he said , `` i will kick the hell out of isis . `` rt : i sent this on accident but i think i might pin it now . trump : isisrt : `` it 's just words , folks , it 's just words . '' hahaha fuck you dudert : sell sell sell sell sell sell sell sell sell three subjects that have not been discussed 1 ) clinton *didn't* raise taxes on rich when she could have ; and 2 ) clinton *will* raise taxes.rt : ask trump to name the justices.rt : still ca n't get over that this debate audience is supposed to be undecided voters . how can anyone be undecided at this point ? rt : cooper : do you have the discipline to be a good leader ? trump : benghazi . i have a lot of twitter followers cooper : does he ? cl…rt : she shoulda just left it at 'no . 'rt : there 's the pr boost twitter needed during this difficult time ! rt _fisher : what a hellscape 1 ) clinton *didn't* raise taxes on rich when she could have ; and 2 ) clinton *will* raise taxes.rt : yep . three subjects that have not been discussed hahaha fuck you dudert : anderson cooper : let 's talk about sexual consent trump : isisrt : i sent this on accident but i think i might pin it now . 1. marc 2. eric 3. chelsea 4. ivanka 5. bill 6. melania…rt : `` he grabbed me '' : woman alleges donald trump groped her exactly as described on tape this is a really well mediated debate ! rt : yes . bad question in otherwise well moderated debate this is a really well mediated debate ! rt : yes . bad question in otherwise well moderated debate kaine : i was in virginia , where the pentagon actually is p…rt : 30 minutes in , and trump has already retweeted an account that references `` white genocide '' ( )",DC,D
2934,21815,"trump and clinton repeatedly refer to the middle class . jesus would talk about the poor , these writers say : woman in theater shouts : `` just not with pence . `` rt : 50-year veteran weighs in on # debate snaps of agreement in the movie theater.rt : on this topic , read 's piece on how muslim teachers + parents talk about trump : woman in theater shouts : `` just not with pence . `` rt : on this topic , read 's piece on how muslim teachers + parents talk about trump : snaps of agreement in the movie theater.rt : an american muslim woman asks what trump & amp ; clinton will do to protect muslims from escalating islamophobia & amp ; both respond…rt : `` we are not at war with islam '' says , adding `` it plays into the hands of terrorists to act like we are . `` rt : the fascinating history of founding fathers defending muslim rights -- & gt ; …rt : keep up with the vp debate with the liveblog",DC,D
2935,21817,"rt : glad trump is concerned about manufacturing jobs going abroad . he might want to start making his clothing in the us not…rt _kotecha : how is 14 million dollars in 1975 a small loan ? ? rt : the concept of global warming was created by and for the chinese in order to make u.s. manufacturing non-competitive.rt : stop👏🏾manterrupting👏🏾hillary👏🏾clinton👏🏾 # debatenightrt : omg . i am ... i just ... wtf . how is this real ... ? ! hillary , girl , how do you keep it together , bc i would be flipping tab…rt : 'it 's bad , i have property there '' oh dear godrt : there is no working woman in america who does n't recognize the pattern of interruption that trump is using against clinton…rt : what we have happening right now is a classic michael scott",DC,D
2936,21818,i just ca n't with trump continually interrupting and shouting . this is n't a real debate when the moderators do n't actually moderate.i just ca n't with trump continually interrupting and shouting . this is n't a real debate when the moderators do n't actually moderate.rt :,DC,D
2937,21819,"rt : `` i do not say that.” he did say that : isis was founded in 2013 . # debatenight i reeallly hope we do n't have occasion to find outrt : that point in a debate where people remember trump accused clinton both of founding isis -- and fighting it her entire lifert : trump isn’t lying about lgart _gharib : that so many police associations endorse trump *should* reflect poorly on police associations.rt : by nina 😂 # debatenight shout shout rant shout i have an awesome temperment ! # debatenightrt : nato as longest lasting military alliance ? franco-ottoman alliance lasted 3 centuries.rt : nato as longest lasting military alliance ? franco-ottoman alliance lasted 3 centuries.rt : shout shout shout rant shout i have an awesome temperment ! # debatenightdid hillary just shimmy ? _good1 but all the oil ! ! ! ! rt : if there were a nobel prize for opening a golf club without discriminating against black people , trump would be a cont…rt : `` mooooslims . '' # drinkrt : trump just bragged about not banning black people from his establishmentsrt _gharib : donald trump will not tolerate discrimination against mooooooooozlims.rt : i do n't think that was a good moment for trump . isis was founded in 2013 . # debatenightrt : `` bigly '' # debatenightrt : oh snap , clinton just `` well actuallyed '' clintoncc :",DC,D
2938,21820,"rt : someone needs to take the audio stream of lester holt sitting quietly for five minutes and make it into performance artrt : one last time before this starts : you can do something about this election . start by sending this to your networks : https : /…most of the jobs of the future will come from small business . - # debatenight # imwithher ( cc : # patentsmatter ) # trumpeduptrickledown is not how we grow the economy . - # imwithher '' i do n't think top down works in america . '' - # debatenight # imwithher '' i 've been under audit for 15 years . . . `` - does that mean we have to wait 15 years to see them ? # debatenightif not paying taxes makes you `` smart , '' then i 'm happy to be stupid . taxes are what we pay for a civilized society . # debatenight # imwithher '' braggadocious '' is , shockingly , a word . # debatenight # factcheckrt : fact . # debatenightrt : ever since watergate , presidential nominees have released their returns . clearly it 's time to require it # releasethereturnsrt : the 👏🏼 government 👏🏼 is 👏🏼 not 👏🏼 a 👏🏼 hotelstop and frisk was racist and unconstitutional . & amp ; ended it . keeps defending it . # debatenight '' law & amp ; order '' is not enough . we need real crim . justice reform that is n't racist & amp ; gives 2d chances - # debatenight # imwithher # factcheck # imwithher trump : `` i say nothing ... '' '' 'when they go low , we go high , ' and went high . '' - , properly attributing # debatenightrt : one of the great disgraces of trump 's behavior has been his leadersip in the `` birther movement '' - a racist effort . # deba…rt : donald trump : i was as racist as other people , and i managed to get away without admitting it . # debate # drinksallthebo… '' i feel like . . . '' ≠ any fact of any kind . cc # debatenight # imwithher '' i have n't given lots of thought to nato . '' is n't that alone a disqualification to be president ? # debatenightrt : of all that clinton practiced , clearly nothing more than expression while trump talks . not overly dismissive or derisive . m…rt : u.s. defense spending over the years , as # debatenight turns to isis and iraq trump : `` i say nothing ... '' dropped birther issue b/c he wanted to move on ? should 've put it to bed years ago . `` in 2012 , 13 , 14 , 15 , as recently as jan. '' # debatenight '' i prepared to be president , and that 's a good thing . '' - # boomgoesthedynamite # badass # debatenight # imwithher # factcheck # imwithher # debatenightrt : trump says you do n't learn a lot from tax returns , trump jr. basically says the opposite : words do matter . the words of the president of the united states are ve…rt : maybe someone told trump to stand in her frame , but that advice was a big mistake . he looks dour , bored , petulant . # deb…rt : perhaps if you 're in the midst of a scandal about being a groper , do n't creepily lurk behind a woman # debatert : aca is n't perfect but it provides care that # cancer patients like me rely on w/o bankrupting my family.… `` i know nothing about russia . '' he also left out `` or anything else . '' # debatert : maybe it 's because i 'm canadian , but trump 's logic `` do n't vote for her , her husband hurts women ! vote for me , i hurt women…rt : i wonder why that was where he went with that answer ! words do matter . the words of the president of the united states are ve…who are these `` undecided '' voters ? # imwithher # debatert : now who knows health care in this debate ? ! again offers not a shred of an actual plan . `` but it 'll be grea…rt : well , we know trump prepped for something this time.rt : let 's go . # debate ( i already lost mine re : full term abortion ) please keep speaking over her . . . # debatenight # imwithherevery time he interrupts her she looks more presidential . # imwithher # debatenightrt : was nafta really the worst deal ever made , by anybody , ever ? most economists would disagree . ( i already lost mine re : full term abortion ) please keep speaking over her . . . # debatenight # imwithherevery time he interrupts her she looks more presidential . # imwithher # debatenightrt : was nafta really the worst deal ever made , by anybody , ever ? most economists would disagree .",DC,D
2945,21853,"rt : `` who are you voting for ? '' `` release your emails ! '' - the other candidate '' release me from this hell ! '' - mesorry if i unfollow you tonight , you probably said something racist. # debates2016 me : me :",CA,R
2949,21889,condescension your name is # presidentialdebatewhat i will do if either one of these clowns is president .,CA,R
2950,21890,your mcm speeds on pechanga pkwy you speed on there 😳 i got arrested when i got caught speeding on there lmaoour future president donald trump just used the word `` newer '' ... . i got arrested when i got caught speeding on there lmao you speed on there 😳your mcm speeds on pechanga pkwyrt : `` i 'm shocked to hear that . '' 😂😂rt : : ( 💀truert _collier : probably should have stayed home and watched modern family . chargers would have won.hilary is such a sympathizer dumb bitchhilary is such a sympathetic dumb bitchrt : basically two people saying everything but the answers to the questions they are being asked . # debatenight 💀truert : : ( rt : `` i 'm shocked to hear that . '' 😂😂rt : basically two people saying everything but the answers to the questions they are being asked . # debatenighthilary is such a sympathetic dumb bitchrt _collier : probably should have stayed home and watched modern family . chargers would have won . zekes not patient he just hits it💀 he 's the best tho zekes not patient he just hits it💀 he 's the best tho,CA,D
2951,21894,went home now idk what todo with myself .,CA,R
2952,21897,i apologize to the 3rd floor because a full fledged war just happened in 320 . # debatenight # debates2016rt _7 : we were straight screaming over the debate so loud that people came next door to check if we were alivert : college summed up in four parks and rec quotes,WV,D
2953,21898,"rt _go : trump 's cocaine is kicking in . # debatenightrt _trout : oh god . he thinks millionares are the middle class . # debatenightrt : donald started this debate using his inside voice . he 's losing his cool now so his voice is on recess mode . chill . # debatenightcmon now trump , you 're beating a dead horse 😂rt : a presidential candidate just bragged about not paying federal income taxes . let 's just let that sink in . 2016 . # debatenig…rt : there are klan members watching this debate and wincing at donald trump right now.rt : the fact that donald trump views his birther crusade as a badge of honor and not a racist dismissal of our president is…rt : a man who is provoked by a tweet should not have his finger near the nuclear code , hc says # debatenightrt : hillary clinton right now # debatenight `` you have n't spoken to your running mate ? '' this is real life . # debatert : donald trump embodies white male privilege . i mean , the bravado and arrogance we 're seeing on display at tonight 's # debate is st…rt : finally we are hearing about an issue that people care about . heathcare . thank you . # debatert : i always respected but i have even a newfound deeper respect for her after the way she 's handling hers…trump ca n't do policy worth shit . 😂 this is where hillary is lighting his ass up.i lowkey would like to get blitzed with trump though . i bet he 'd be cool to hangout with 😂 i feel like it would be fun to get drunk with him._courtney y'all ca n't say getting him drunk as hell would n't be hilarious . i bet when he 's drunk , he 's a completely different person._courtney i 'd drink with him lol . that 's about it.rt : `` he and i have n't spoken and i do n't agree '' '' you have n't spoken to your running mate ? '' this is real life . # debatert : he disagrees with his running mate ? ? ? ? are you kidding me ? ? ? ? # debatenobody knows how deeply i despise the miz ! i 'm so happy for dolph ziggler ! 😁yes dolph ziggler won ! ! ! _ took the words right out of my mouth ! _courtney i 'd drink with him lol . that 's about it . i bet when he 's drunk , he 's a completely different person._courtney y'all ca n't say getting him drunk as hell would n't be hilarious . i feel like it would be fun to get drunk with him.i lowkey would like to get blitzed with trump though . i bet he 'd be cool to hangout with 😂trump ca n't do policy worth shit . 😂 this is where hillary is lighting his ass up.rt : i always respected but i have even a newfound deeper respect for her after the way she 's handling hers…rt : finally we are hearing about an issue that people care about . heathcare . thank you . # debatert : donald trump embodies white male privilege . i mean , the bravado and arrogance we 're seeing on display at tonight 's # debate is st…on this day a year ago , me _courtney , & amp ; became best friends ! ❤️_courtney best mistake of your life actually 😏_courtney yes 😏_courtney 😏😏😏on this day a year ago , me _courtney , & amp ; became best friends ! ❤️_courtney best mistake of your life actually 😏_courtney yes 😏_courtney 😏😏😏rt : 😢",WV,D
2955,21911,"rt : what 👏🏽 the 👏🏽fuck 👏🏽does 👏🏽isis 👏🏽have 👏🏽to 👏🏽do 👏🏽with 👏🏽you 👏🏽assaulting 👏🏽women ? # debatert : 👏👏👏 to the woman on bloomberg calling trump a lecher 👏👏👏rt : that slow , creeping , nauseating feeling that even if we win this 'battle ' , the whole world has lost something irrepla…rt : a black man accused of sexual assault : he 's sent to jail . a rich white man brags about sexual assault : he runs for p…rt : ok. arrest trump for coke . it’s over.rt : i have been in 500 locker rooms and no man has ever said “i’m gon na grab her pussy.”rt : i have been in 500 locker rooms and no man has ever said “i’m gon na grab her pussy.”rt : ok. arrest trump for coke . it’s over.rt : a black man accused of sexual assault : he 's sent to jail . a rich white man brags about sexual assault : he runs for p…rt : that slow , creeping , nauseating feeling that even if we win this 'battle ' , the whole world has lost something irrepla…rt : 👏👏👏 to the woman on bloomberg calling trump a lecher 👏👏👏rt : what 👏🏽 the 👏🏽fuck 👏🏽does 👏🏽isis 👏🏽have 👏🏽to 👏🏽do 👏🏽with 👏🏽you 👏🏽assaulting 👏🏽women ? # debate",FL,D
2965,21985,trump low key has the most soothing and calm voicetrump low key has the most soothing and calm voice,NY,R
2966,21986,live texts with friends during # debatenight,NY,D
2967,21987,rt : i wish all of u could see my boobs in like a friendly best friend way cause they 're so nicert : i wish all of u could see my boobs in like a friendly best friend way cause they 're so nicelove it when people ignore me when i speak ! ! ! its actually so great ! ! i love it so much ! !,NY,R
2969,21993,"take a shot every time donald inhales through his nosert : it’s funny to picture president trump personally dictating interest rate policy once yellen is locked up in prison . pneumonia ? 🤔rt : trump is sniffling , like a bouncer at limelightdid i just hear trump use a big word ? did i just hear trump use a big word ? # braggadociousrt : `` i never said that . '' —donald trump , who said that . # debatenight trump : nah 🙄🤔 # debates2016rt : holt and america : stop and frisk is unconstitutional trump : nah 🙄🤔 # debates2016rt : `` i never said that . '' —donald trump , who said that . # debatenight i’m only half-listening , not sure.watching this debate like clinton : “well , i 'm j… crocodile tears 😭rt : “women who obtain abortions should be punished by toddlers with assault rifles” i’m only half-listening , not sure.watching this debate like clinton : “well , i 'm j… crocodile tears 😭when can the vp candidates get to talking about rosie o'donnell ? # therealissueswent so hard it brought her to tears",NY,D
2972,22014,i 'm scared . # debates2016rt : `` all the jobs are going to china & amp ; mexico '' including making ’s clothing line # debatenight,PA,D
2982,22094,"wanting to dye my hair , but what color this time ... 🤔",CA,R
2983,22098,a day in the arctic : reindeer migration & amp ; snowmobiling on the mackenzie river,CA,D
2984,22105,rt _55 : watching the west wing debate episode to remind myself what politics are supposed to bethis is the most beautiful thing ive ever seen _manuel is the most beautiful thing ive ever seen _manuel _55 : watching the west wing debate episode to remind myself what politics are supposed to be,OR,D
2990,22140,congrats to peyton manning on another great achievement,LA,D
2992,22163,😂😂😂,NC,D
2997,22178,rt : hillary clinton has been dealing with pieces of shit like donald her entire life and she 's still fuckin fighting . that's…rt : waiting for the candidates to talk about real issues like ... # debate,MA,D
2998,22181,. `` never interrupt your enemy when he is making a mistake. '' . why do i not have this gif yet ! ? ! ? ' . why do i not have this gif yet ! ? ! ? ' . `` never interrupt your enemy when he is making a mistake .,MA,D
3010,22235,rt : this tweet was n't deleted still there in all it 's glory still there in all it 's glory,FL,D
3011,22239,rt _bella : spoiled rotten🙄😍 : black history 💯 # snf # nygvsgb ⚪️ hilary clinton ⚪️ donald trump ☑️ janoris jenkinsrt : picked again ! janoris jenkins comes up with his 2nd int of the night . # nygvsgb ⚪️ hilary clinton ⚪️ donald trump ☑️ janoris jenkinsrt : janoris jenkins the only person earning his $ $ $ $ $ $ rt : shit easy man ! _mark23 : janoris jenkins 🔒downrt _4 : janoris jenkins is that entire giants d todayrt : janoris jenkins for presidentrt : 2 picks for that boy janoris jenkins # giantspridert : janoris jenkins gets his 2nd int on aaron rodgers ! # snf # nygvsgb,FL,D
3013,22251,"me , 10 minutes into this # debate 🍷🍷🍷 # drink # wine",CA,D
3014,22252,"i understand the argument , i just think it’s being inflated . i’m sure the $ 40 belkin adapter won’t be the only option for long.rt : `` i do not say that.” he did say that :",CA,D
3015,22256,rt : if you sucked my titties you can never talk shit about me i 'm your mom now respect mert : if you sucked my titties you can never talk shit about me i 'm your mom now respect me,CA,D
3016,22257,so you want to run this country like a # business ? how about a socially responsible one ? ai n't it ! # debates2016 # debatesso you want to run this country like a # business ? how about a socially responsible one ? ai n't it ! # debates2016 # debates,CA,D
